区域类型,图纸区域名称,区域优先级,字段名称,code,数据类型,字段优先级,别名,字段类型,字段描述,字段值处理方式,是否为主键,枚举值
参数表,技术性能参数表,重要,最大释放压力下阀门进口温度,ZDSFYLXFMJKWD,区间和数值,重要,最大释放压力下阀门进口温度（℃）,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,最小开启压差,ZXKQYC,区间和数值,重要,最小开启压差（MPa.g）,阀门属性,,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,最小开启压差,ZXKQYC,区间和数值,重要,最小开启压差（bar.g）,阀门属性,,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,最小开启压差,ZXKQYC,区间和数值,重要,止回阀最小开启压差,阀门属性,,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,最小开启压差,ZXKQYC,区间和数值,重要,止回阀最小开启压差（MPa.g）,阀门属性,,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,最小开启压差,ZXKQYC,区间和数值,重要,止回阀最小开启压差（bar.g）,阀门属性,,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,最小流量,ZXLL,区间和数值,重要,最小体积流量,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,最小流量相应的压力,ZXLLXYDYL,区间和数值,重要,最小流量相应的压力（MPa.g）,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,最小流量相应的温度,ZXLLXYDWD,区间和数值,重要,最小流量相应的温度（℃）,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,HAF J0066安全等级（执行机构）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,HAF J0066等级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,HAF J0066等级（执行机构）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,HAF J0066等级（驱动装置）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,安全分级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,安全分级（执行机构）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,安全等级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,核安全等级（驱动装置）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（执行机构）,HAQDJ_ZXJG,枚举,重要,驱动装置安全级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,,"[{""cn"": ""安全级（电气设备）"", ""en"": ""1E""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级（电气设备）"", ""en"": ""NNS(SR)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066-1997,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066安全等级（阀门本体）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066安全等级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066等级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066等级（阀门本体）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066等级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全分级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全分级（阀门本体）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全分级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全等级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全等级（HAF J0066）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,核安全等级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,技术性能参数表,重要,正常累积剂量,ZCLJJJ,区间和数值,重要,Normal累计剂量（Gy/10年）,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,正常累积剂量,ZCLJJJ,区间和数值,重要,正常辐照老化剂量,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,正常累积剂量,ZCLJJJ,区间和数值,重要,正常辐照老化剂量（Gy/10yr）,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,正常累积剂量,ZCLJJJ,区间和数值,重要,正常辐照老化剂量（Gy/10年）,阀门属性,,字段值需要标准化,,
参数表,技术性能参数表,重要,流体介质,LTJZ,枚举,重要,介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
